pid,segment,cluster
7549,High engagers,0
7550,Moderate,1
7551,High engagers,0
7552,Passive,2
7553,High engagers,0
7554,Passive,2
7555,High engagers,0
7556,High engagers,0
7557,Moderate,1
7558,Moderate,1
7559,Passive,2
7560,Passive,2
7561,Passive,2
7562,Moderate,1
7563,High engagers,0
7564,Passive,2
7565,High engagers,0
7566,Passive,2
7567,High engagers,0
7568,Moderate,1
7569,Moderate,1
7570,Moderate,1
7571,Passive,2
7572,High engagers,0
7573,Moderate,1
7574,High engagers,0
7575,High engagers,0
7577,High engagers,0
7578,Passive,2
7579,Passive,2
7580,Passive,2
7581,Moderate,1
7582,Passive,2
7583,High engagers,0
7584,High engagers,0
7585,Moderate,1
7586,Moderate,1
7587,Moderate,1
7589,Passive,2
7590,Passive,2
7591,Moderate,1
7592,High engagers,0
7593,Moderate,1
7594,High engagers,0
7595,Moderate,1
7596,Moderate,1
7597,High engagers,0
7598,High engagers,0
7599,Passive,2
7600,Passive,2
7602,Moderate,1
7603,Moderate,1
7604,High engagers,0
7605,Moderate,1
7607,Moderate,1
7608,High engagers,0
7609,High engagers,0
7610,Passive,2
7611,High engagers,0
7612,High engagers,0
7613,High engagers,0
7614,High engagers,0
7615,Moderate,1
7616,Passive,2
7617,High engagers,0
7618,High engagers,0
7619,High engagers,0
7620,High engagers,0
7621,Passive,2
7622,High engagers,0
7623,High engagers,0
7624,Passive,2
7625,High engagers,0
7626,High engagers,0
7627,Moderate,1
7628,High engagers,0
7629,High engagers,0
7630,High engagers,0
7631,High engagers,0
7632,High engagers,0
7633,High engagers,0
7634,High engagers,0
7635,High engagers,0
7636,High engagers,0
7637,High engagers,0
7638,Moderate,1
7639,High engagers,0
7640,Moderate,1
7641,Passive,2
7642,Moderate,1
7643,Passive,2
7644,High engagers,0
7645,High engagers,0
7646,High engagers,0
7647,High engagers,0
7648,High engagers,0
7649,High engagers,0
7650,Moderate,1
7651,High engagers,0
7652,Passive,2
7653,High engagers,0
7654,Moderate,1
7655,High engagers,0
7656,High engagers,0
7657,High engagers,0
7658,High engagers,0
7659,Moderate,1
7660,High engagers,0
7661,Moderate,1
7663,High engagers,0
7664,High engagers,0
7665,High engagers,0
7666,High engagers,0
7667,High engagers,0
7668,Passive,2
7669,Moderate,1
7670,Moderate,1
7672,Moderate,1
7673,Moderate,1
7674,Moderate,1
7675,High engagers,0
7676,High engagers,0
7677,High engagers,0
7678,High engagers,0
7679,High engagers,0
7682,High engagers,0
7683,Moderate,1
7684,Passive,2
7685,Moderate,1
7686,High engagers,0
7687,High engagers,0
7688,High engagers,0
7689,Moderate,1
7690,High engagers,0
7691,High engagers,0
7692,High engagers,0
7693,Passive,2
7694,Moderate,1
7695,High engagers,0
7696,Moderate,1
7697,High engagers,0
7698,Passive,2
7699,Moderate,1
7700,Moderate,1
7701,Passive,2
7702,Moderate,1
7703,High engagers,0
7704,Passive,2
7705,High engagers,0
7706,High engagers,0
7707,High engagers,0
7708,Moderate,1
7709,Moderate,1
7710,Moderate,1
7711,High engagers,0
7712,Moderate,1
7713,Moderate,1
7714,Passive,2
7715,Passive,2
7716,Passive,2
7717,Moderate,1
7718,High engagers,0
7719,High engagers,0
7720,High engagers,0
7721,High engagers,0
7722,Passive,2
7723,High engagers,0
7724,Moderate,1
7725,Moderate,1
7726,Moderate,1
7727,High engagers,0
7728,Passive,2
7729,Passive,2
7730,High engagers,0
7731,High engagers,0
7732,Moderate,1
7733,High engagers,0
7734,Passive,2
7735,High engagers,0
7736,High engagers,0
7737,High engagers,0
7738,Passive,2
7739,Passive,2
7740,Moderate,1
7741,Moderate,1
7742,High engagers,0
7743,Moderate,1
7744,High engagers,0
7745,High engagers,0
7746,High engagers,0
7747,Moderate,1
7748,Moderate,1
7749,Passive,2
7750,High engagers,0
7751,Passive,2
7752,Moderate,1
7753,Moderate,1
7754,Passive,2
7755,Passive,2
7756,High engagers,0
7757,Moderate,1
7758,Moderate,1
7759,High engagers,0
7760,High engagers,0
7761,Passive,2
7762,High engagers,0
7763,High engagers,0
7764,Passive,2
7765,High engagers,0
7766,High engagers,0
7767,Moderate,1
7768,Moderate,1
7770,Moderate,1
7771,Moderate,1
7772,Moderate,1
7773,Moderate,1
7775,High engagers,0
7776,High engagers,0
7777,High engagers,0
7778,High engagers,0
7779,Moderate,1
7780,High engagers,0
7781,Passive,2
7782,High engagers,0
7783,High engagers,0
7784,Moderate,1
7785,Moderate,1
7786,Passive,2
7787,Moderate,1
7788,Passive,2
7789,Passive,2
7790,Passive,2
7791,High engagers,0
7792,High engagers,0
7793,High engagers,0
7794,High engagers,0
7795,High engagers,0
7796,High engagers,0
7797,High engagers,0
7798,High engagers,0
7799,High engagers,0
7800,Passive,2
7801,High engagers,0
7802,High engagers,0
7803,High engagers,0
7804,High engagers,0
7805,High engagers,0
7806,High engagers,0
7807,Passive,2
7808,Passive,2
7809,Passive,2
7810,Passive,2
7811,High engagers,0
7812,High engagers,0
7813,Moderate,1
7814,High engagers,0
7815,Moderate,1
7816,Passive,2
7817,Passive,2
7818,Passive,2
7819,Passive,2
7820,Moderate,1
7821,Passive,2
7822,High engagers,0
7823,High engagers,0
7824,Passive,2
7826,High engagers,0
7827,Moderate,1
7828,Passive,2
7829,Passive,2
7830,Passive,2
7832,Moderate,1
7833,Passive,2
7834,Moderate,1
7835,Moderate,1
7836,High engagers,0
7837,High engagers,0
7838,High engagers,0
7839,High engagers,0
7840,Passive,2
7841,High engagers,0
7842,Passive,2
7843,Moderate,1
7844,High engagers,0
7845,Passive,2
7846,Moderate,1
7847,High engagers,0
7848,Passive,2
7849,High engagers,0
7850,High engagers,0
7851,Passive,2
7852,Passive,2
7853,Moderate,1
7854,High engagers,0
7855,Passive,2
7856,High engagers,0
7857,Moderate,1
7858,Passive,2
7859,High engagers,0
7860,High engagers,0
7861,High engagers,0
7862,Moderate,1
7863,High engagers,0
7864,High engagers,0
7865,High engagers,0
7866,High engagers,0
7867,Passive,2
7868,Moderate,1
7869,Moderate,1
7870,Moderate,1
7871,Moderate,1
7872,High engagers,0
7873,Passive,2
7874,Passive,2
7875,Moderate,1
7876,Moderate,1
7877,Moderate,1
7878,Moderate,1
7880,Moderate,1
7881,Moderate,1
7882,Moderate,1
7883,High engagers,0
7884,Passive,2
7885,Passive,2
7886,Moderate,1
7887,High engagers,0
7888,High engagers,0
7889,Passive,2
7890,Passive,2
7891,Moderate,1
7892,Moderate,1
7893,Moderate,1
7894,Passive,2
7895,High engagers,0
7896,High engagers,0
7897,High engagers,0
7898,Passive,2
7899,Moderate,1
7900,High engagers,0
7901,High engagers,0
7902,Passive,2
7903,Moderate,1
7904,Moderate,1
7906,High engagers,0
7907,Passive,2
7908,High engagers,0
7909,Moderate,1
7910,Passive,2
7911,High engagers,0
7912,Passive,2
7913,Moderate,1
7914,High engagers,0
7915,High engagers,0
7916,High engagers,0
7917,Moderate,1
7918,High engagers,0
7919,High engagers,0
7920,High engagers,0
7921,Passive,2
7922,High engagers,0
7923,Passive,2
7924,Moderate,1
7925,High engagers,0
7926,High engagers,0
7927,High engagers,0
7928,High engagers,0
7929,Moderate,1
7930,Passive,2
7931,Passive,2
7932,High engagers,0
7933,Moderate,1
7934,Moderate,1
7935,Moderate,1
7936,High engagers,0
7937,High engagers,0
7938,High engagers,0
7939,Moderate,1
7940,Moderate,1
7941,High engagers,0
7942,High engagers,0
7943,Passive,2
7944,Passive,2
7945,High engagers,0
7946,Passive,2
7947,Passive,2
7948,Passive,2
7949,High engagers,0
7950,Passive,2
7951,Moderate,1
7952,Moderate,1
7953,High engagers,0
7954,Moderate,1
7955,High engagers,0
7956,Moderate,1
7957,Passive,2
7958,High engagers,0
7959,Passive,2
7960,High engagers,0
7961,Moderate,1
7962,Passive,2
7963,Passive,2
7964,Moderate,1
7965,High engagers,0
7966,High engagers,0
7967,Passive,2
7968,High engagers,0
7969,Moderate,1
7970,Moderate,1
7971,Moderate,1
7972,Moderate,1
7973,High engagers,0
7974,High engagers,0
7975,High engagers,0
7976,Moderate,1
7979,Passive,2
7980,High engagers,0
7981,Moderate,1
7982,Passive,2
7983,High engagers,0
7985,Passive,2
7986,Passive,2
7987,High engagers,0
7988,High engagers,0
7989,High engagers,0
7990,High engagers,0
7991,Moderate,1
7992,Moderate,1
7993,Passive,2
7994,Moderate,1
7995,High engagers,0
7996,High engagers,0
7997,Moderate,1
7998,Passive,2
7999,Moderate,1
